RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
6908,49283,2009-12-11,2009-12-01,25,2750,0.01,110,2721.08,Shaun O'Brian,KLA-Tencor Corporation,Capital Goods,Electronic Components,Minnetonka Mills,55343,Minnesota,Central,2009-12-12,1,Development - Python,Development,Big Data,Isabella Douglas,Josh Martinez,75,1,0.32
1692,12224,2009-12-12,2009-12-01,2,250,0.04,125,239.88,Joni Visinsky,O'Reilly Automotive Inc.,Consumer Services,Other Specialty Stores,Enid,73703,Oklahoma,Central,2009-12-14,2,Training - Javascript,Training,Javascript,Madison Hill,Josh Martinez,58,1,0.54
1693,12224,2009-12-12,2009-12-01,29,4350,0.1,150,3913.05,Joni Visinsky,O'Reilly Automotive Inc.,Consumer Services,Other Specialty Stores,Enid,73703,Oklahoma,Central,2009-12-12,0,Consulting - Market Research,Consulting,.Net,Alexander Edison,Josh Martinez,70,1,0.53
2919,21091,2009-12-12,2009-12-01,32,5120,0.1,160,4605.71,Bill McGarr,SanDisk Corporation,Technology,Electronic Components,Grand Island,68801,Nebraska,Central,2009-12-14,2,Development - Java,Development,Business Logic,Mia Moore,Josh Martinez,51,1,0.68
3937,28037,2009-12-12,2009-12-01,31,3410,0.06,110,3203.8,Maxwell O'Connel,Seagate Technology.,Technology,Electronic Components,Raleigh,27604,North Carolina,South,2009-12-13,1,Development - Python,Development,Market Research,Noah Smith,Frank Mitchell,59,1,0.46
4200,29857,2009-12-12,2009-12-01,41,5125,0.07,125,4763.88,Angele Gayman,Equinix Inc.,Public Utilities,Telecommunications Equipment,Olathe,66062,Kansas,Central,2009-12-14,2,Training - Tableau,Training,Java,Elizabeth Carter,Josh Martinez,52,1,0.58
4970,35364,2009-12-12,2009-12-01,16,1760,0.04,110,1688.76,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Liberal,67901,Kansas,Central,2009-12-14,2,Development - Python,Development,Front End Web,Sophia Dixon,Josh Martinez,71,1,0.35
4971,35364,2009-12-12,2009-12-01,29,3625,0.06,125,3405.8,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Liberal,67901,Kansas,Central,2009-12-14,2,Training - Javascript,Training,Business Logic,Daniel Tusk,Josh Martinez,45,1,0.64
4972,35364,2009-12-12,2009-12-01,37,4625,0.06,125,4345.34,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Liberal,67901,Kansas,Central,2009-12-13,1,Training - Javascript,Training,Market Research,Jayden Hamilton,Josh Martinez,71,1,0.43
4973,35364,2009-12-12,2009-12-01,8,1200,0.06,150,1127.44,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Liberal,67901,Kansas,Central,2009-12-14,2,Consulting - Market Research,Consulting,SQL,Madison Hill,Josh Martinez,58,1,0.61
5209,36999,2009-12-12,2009-12-01,28,4200,0.06,150,3946.03,Cari Chung,Baidu Inc.,Technology,Computer Software: Programming Data Processing,Seguin,78155,Texas,Central,2009-12-13,1,Consulting - Compensation,Consulting,Java,Jacob Manziel,Josh Martinez,57,1,0.62
5210,36999,2009-12-12,2009-12-01,3,450,0.08,150,413.79,Cari Chung,Baidu Inc.,Technology,Computer Software: Programming Data Processing,Seguin,78155,Texas,Central,2009-12-13,1,Consulting - Market Research,Consulting,.Net,Madison Hill,Josh Martinez,58,1,0.61
7354,52391,2009-12-12,2009-12-01,36,3960,0.04,110,3799.71,Alan Daly,Avago Technologies Limited,Technology,Semiconductors,Round Rock,78664,Texas,Central,2009-12-14,2,Development - Python,Development,Front End Web,William Bufont,Josh Martinez,62,1,0.44
7355,52391,2009-12-12,2009-12-01,39,7800,0.02,200,7640.2,Alan Daly,Avago Technologies Limited,Technology,Semiconductors,Round Rock,78664,Texas,Central,2009-12-14,2,Development - Big Data,Development,Business Model,Abigail Young,Josh Martinez,50,1,0.75
1062,7845,2009-12-13,2009-12-01,22,3520,0.06,160,3307.24,Todd Cacioppo,Applied Materials Inc.,Technology,Semiconductors,Waukesha,53186,Wisconsin,Central,2009-12-13,0,Development - Java,Development,Big Data,Ethan Bird,Josh Martinez,60,1,0.63
1063,7845,2009-12-13,2009-12-01,45,4950,0.07,110,4601.32,Todd Cacioppo,Applied Materials Inc.,Technology,Semiconductors,Waukesha,53186,Wisconsin,Central,2009-12-14,1,Development - Python,Development,Business Logic,Jacob Manziel,Josh Martinez,57,1,0.48
2228,16102,2009-12-13,2009-12-01,25,3125,0.02,125,3061.05,Aaron Williams,Apple Inc.,Technology,Computer Manufacturing,San Gabriel,91776,California,West,2009-12-15,2,Training - Development,Training,Big Data,Emily Taylor,Bob Turner,62,1,0.5
274,1891,2009-12-14,2009-12-01,3,375,0.09,125,341.1,Jeremy Hansen,Gilead Sciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Friendswood,77546,Texas,Central,2009-12-16,2,Training - SQL,Training,Business Model,Alexander Edison,Josh Martinez,70,1,0.44
804,5765,2009-12-14,2009-12-01,23,2530,0.04,110,2427.71,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Gastonia,28052,North Carolina,South,2009-12-21,7,Development - Python,Development,Big Data,Emma Watson,Frank Mitchell,67,1,0.39
1826,13120,2009-12-14,2009-12-01,46,7360,0.09,160,6694.6,Joy Moren,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,South Bend,46614,Indiana,Central,2009-12-21,7,Development - Java,Development,Big Data,Emma Watson,Josh Martinez,67,1,0.58
1827,13120,2009-12-14,2009-12-01,8,1280,0,160,1279.43,Joy Moren,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,South Bend,46614,Indiana,Central,2009-12-14,0,Development - Java,Development,Market Research,Abigail Young,Josh Martinez,50,1,0.69
5401,38400,2009-12-14,2009-12-01,8,1000,0.03,125,969.57,Candace Kendrick,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,Morgantown,26501,West Virginia,East,2009-12-15,1,Training - SQL,Training,Market Research,Daniel Tusk,Allen Young,45,1,0.64
5470,38882,2009-12-14,2009-12-01,40,4400,0.06,110,4134.15,Hunter Crouse,Broadcom Corporation,Technology,Semiconductors,Auburn,4210,Maine,East,2009-12-14,0,Development - Python,Development,Python,Jayden Hamilton,Allen Young,71,1,0.35
5471,38882,2009-12-14,2009-12-01,37,4625,0.1,125,4160.64,Hunter Crouse,Broadcom Corporation,Technology,Semiconductors,Hopkins,55305,Minnesota,Central,2009-12-15,1,Training - Development,Training,SQL,Madison Hill,Josh Martinez,58,1,0.54
7613,54468,2009-12-14,2009-12-01,15,3000,0.03,200,2908.7,Valerie Pelletier,Discovery Communications Inc.,Consumer Services,Television Services,Titusville,32780,Florida,South,2009-12-15,1,Development - Scala,Development,Tableau,Michael Alister,Frank Mitchell,68,1,0.66
7614,54468,2009-12-14,2009-12-01,35,4200,0.01,120,4156.14,Valerie Pelletier,Discovery Communications Inc.,Consumer Services,Television Services,Titusville,32780,Florida,South,2009-12-15,1,Development - Business Logic,Development,SQL,Abigail Young,Frank Mitchell,50,1,0.58
8331,59556,2009-12-15,2009-12-01,27,3780,0,140,3778.4,Mark Reiter,Netflix Inc.,Consumer Services,Consumer Electronics/Video Chains,Owensboro,42301,Kentucky,South,2009-12-17,2,Development - Database,Development,Business Model,Daniel Tusk,Frank Mitchell,45,1,0.68
8332,59556,2009-12-15,2009-12-01,5,750,0,150,749.68,Mark Reiter,Netflix Inc.,Consumer Services,Consumer Electronics/Video Chains,Owensboro,42301,Kentucky,South,2009-12-16,1,Consulting - Market Research,Consulting,Java,William Bufont,Frank Mitchell,62,1,0.59
147,930,2009-12-16,2009-12-01,22,2750,0.03,125,2666.44,Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Virginia,South,2009-12-17,1,Training - SQL,Training,Tableau,Noah Smith,Frank Mitchell,59,1,0.53
148,930,2009-12-16,2009-12-01,11,1210,0,110,1209.52,Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Virginia,South,2009-12-16,0,Development - Python,Development,Business Model,Liam Franklin,Frank Mitchell,52,1,0.53
460,3110,2009-12-16,2009-12-01,13,1950,0.04,150,1871.25,Helen Glantz,Applied Materials Inc.,Technology,Semiconductors,Ozark,65721,MO,Central,2009-12-18,2,Consulting - Strategy,Consulting,Scala,Michael Alister,Josh Martinez,68,1,0.55
2669,19300,2009-12-16,2009-12-01,10,1100,0.1,110,989.61,Denny Willingham,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,Belle Glade,33430,Florida,South,2009-12-17,1,Development - Python,Development,Javascript,Elizabeth Carter,Frank Mitchell,52,1,0.53
3511,25027,2009-12-16,2009-12-01,25,3125,0.06,125,2936.33,Mick Russell,Autodesk Inc.,Technology,Computer Software: Prepackaged Software,Coachella,92236,California,West,2009-12-18,2,Training - Javascript,Training,PHP,Madison Hill,Bob Turner,58,1,0.54
6765,48192,2009-12-16,2009-12-01,15,1875,0,125,1874.25,Jill Huston,Intel Corporation,Technology,Semiconductors,Laguna Hills,92653,California,West,2009-12-17,1,Training - Tableau,Training,PHP,Jacob Manziel,Bob Turner,57,1,0.54
8133,58144,2009-12-16,2009-12-01,29,3190,0.01,110,3156.84,Muhammed MacIntyre,CA Inc.,Technology,Computer Software: Prepackaged Software,Joliet,60432,Illinois,Central,2009-12-23,7,Development - Python,Development,SQL,Alexander Edison,Josh Martinez,70,1,0.36
2123,15111,2009-12-17,2009-12-01,13,2210,0.1,170,1988.26,Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,California,West,2009-12-19,2,Development - .Net,Development,Development,Liam Franklin,Bob Turner,52,1,0.69
3345,23936,2009-12-17,2009-12-01,27,3240,0.09,120,2947.3,Darrin Castell,Texas Instruments Incorporated,Technology,Semiconductors,Henderson,42420,Kentucky,South,2009-12-19,2,Development - Business Logic,Development,Business Model,Isabella Douglas,Frank Mitchell,75,1,0.38
6512,46341,2009-12-17,2009-12-01,23,2760,0.1,120,2483.07,Astrea Meade,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Newark,7101,New Jersey,East,2009-12-18,1,Development - Business Logic,Development,Java,Elizabeth Carter,Allen Young,52,1,0.57
64,359,2009-12-18,2009-12-01,30,3750,0.08,125,3448.8,Cari Radford,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Pleasant Grove,84062,Utah,West,2009-12-19,1,Training - Javascript,Training,Strategy,Alexander Edison,Bob Turner,70,1,0.44
3200,22947,2009-12-18,2009-12-01,19,2375,0.09,125,2160.5,Sarah Cortes,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Maplewood,55119,Minnesota,Central,2009-12-25,7,Training - SQL,Training,PHP,Michael Alister,Josh Martinez,68,1,0.46
4470,31847,2009-12-18,2009-12-01,46,6900,0.1,150,6207.84,Amy Murray,Citrix Systems Inc.,Technology,Computer Software: Prepackaged Software,Knoxville,37918,Tennessee,South,2009-12-22,4,Consulting - Business Model,Consulting,SQL,Isabella Douglas,Frank Mitchell,75,1,0.5
6638,47203,2009-12-18,2009-12-01,8,1200,0.04,150,1151.6,Bill Rawles,Staples Inc.,Consumer Services,Other Specialty Stores,Albemarle,28001,North Carolina,South,2009-12-19,1,Consulting - Business Model,Consulting,Business Logic,Michael Alister,Frank Mitchell,68,1,0.55
6639,47203,2009-12-18,2009-12-01,44,4840,0.06,110,4548.01,Bill Rawles,Staples Inc.,Consumer Services,Other Specialty Stores,Albemarle,28001,North Carolina,South,2009-12-20,2,Development - Python,Development,Python,Isabella Douglas,Frank Mitchell,75,1,0.32
6640,47207,2009-12-18,2009-12-01,15,2250,0.09,150,2046.79,Ken Odegard,Broadcom Corporation,Technology,Semiconductors,West Linn,97068,Oregon,West,2009-12-22,4,Consulting - Business Model,Consulting,Market Research,Noah Smith,Bob Turner,59,1,0.61
7290,51975,2009-12-18,2009-12-01,12,1800,0.1,150,1619.44,Michael Bergman,Vodafone Group Plc,Public Utilities,Telecommunications Equipment,Cottage Grove,55016,Minnesota,Central,2009-12-22,4,Consulting - Market Research,Consulting,SQL,Mason Gibson,Josh Martinez,71,1,0.53
886,6369,2009-12-19,2009-12-01,30,3750,0.1,125,3373.91,Denise Catini,Alexion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,Saco,4072,Maine,East,2009-12-21,2,Training - Javascript,Training,Business Model,Mason Gibson,Allen Young,71,1,0.43
3662,26240,2009-12-19,2009-12-01,38,5700,0.04,150,5470.23,Carlos McAfee,Charter Communications Inc.,Consumer Services,Television Services,Anderson,46016,Indiana,Central,2009-12-22,3,Consulting - Business Model,Consulting,PHP,William Bufont,Josh Martinez,62,1,0.59
3663,26240,2009-12-19,2009-12-01,39,4875,0.04,125,4678.49,Carlos McAfee,Charter Communications Inc.,Consumer Services,Television Services,Anderson,46016,Indiana,Central,2009-12-20,1,Training - SQL,Training,Python,Olivia Sullivan,Josh Martinez,53,1,0.58
5053,36033,2009-12-19,2009-12-01,15,2250,0.06,150,2114.32,Michael Prescott,Xilinx Inc.,Technology,Semiconductors,Coachella,92236,California,West,2009-12-19,0,Consulting - Business Model,Consulting,Python,Liam Franklin,Bob Turner,52,1,0.65
5378,38240,2009-12-19,2009-12-01,42,6300,0.09,150,5731.15,Ken Odegard,Broadcom Corporation,Technology,Semiconductors,Louisville,80027,Colorado,West,2009-12-21,2,Consulting - Business Model,Consulting,Java,William Bufont,Bob Turner,62,1,0.59
5379,38240,2009-12-19,2009-12-01,4,640,0.04,160,614.2,Ken Odegard,Broadcom Corporation,Technology,Semiconductors,University City,63130,MO,Central,2009-12-19,0,Development - Java,Development,Python,Liam Franklin,Josh Martinez,52,1,0.68
5706,40356,2009-12-19,2009-12-01,48,8160,0.05,170,7749.49,Sylvia Gastineau,Stericycle Inc.,Basic Industries,Environmental Services,Londonderry,3053,New Hampshire,East,2009-12-21,2,Development - .Net,Development,Market Research,Sophia Dixon,Allen Young,71,1,0.58
5864,41607,2009-12-19,2009-12-01,36,5760,0.1,160,5182.32,Barry Ferguson,Mondelez International Inc.,Consumer Non-Durables,Packaged Foods,Norwalk,6855,Connecticut,East,2009-12-21,2,Development - Java,Development,Java,Jacob Manziel,Allen Young,57,1,0.64
211,1411,2009-12-20,2009-12-01,39,4875,0.09,125,4434.93,Ed Leatherbury,Dollar Tree Inc.,Consumer Services,Department/Specialty Retail Stores,Norwich,6360,Connecticut,East,2009-12-21,1,Training - Tableau,Training,Java,Liam Franklin,Allen Young,52,1,0.58
212,1411,2009-12-20,2009-12-01,47,7050,0.09,150,6413.58,Ed Leatherbury,Dollar Tree Inc.,Consumer Services,Department/Specialty Retail Stores,Roseville,95661,California,West,2009-12-22,2,Consulting - Market Research,Consulting,Market Research,Abigail Young,Bob Turner,50,1,0.67
914,6562,2009-12-20,2009-12-01,12,1800,0.02,150,1763.47,Brendan Smith,Yahoo! Inc.,Technology,EDP Services,Seattle,98115,Washington,West,2009-12-22,2,Consulting - Strategy,Consulting,Scala,Daniel Tusk,Bob Turner,45,1,0.7
1470,10624,2009-12-20,2009-12-01,23,3450,0.06,150,3242.03,Darren Blumstein,TripAdvisor Inc.,Technology,Computer Software: Programming Data Processing,Denton,76201,Texas,Central,2009-12-22,2,Consulting - Business Model,Consulting,Business Logic,Madison Hill,Josh Martinez,58,1,0.61
2904,20965,2009-12-20,2009-12-01,38,7600,0.06,200,7141.87,Michelle Crier,Automatic Data Processing Inc.,Technology,EDP Services,Cumberland,21501,Maryland,East,2009-12-23,3,Development - Big Data,Development,Java,Daniel Tusk,Allen Young,45,1,0.78
2905,20965,2009-12-20,2009-12-01,8,1200,0.07,150,1115.67,Michelle Crier,Automatic Data Processing Inc.,Technology,EDP Services,Cumberland,21501,Maryland,East,2009-12-23,3,Consulting - Market Research,Consulting,Python,Emily Taylor,Allen Young,62,1,0.59
6046,42852,2009-12-20,2009-12-01,13,1430,0.02,110,1400.98,Brendan Smith,Yahoo! Inc.,Technology,EDP Services,Seattle,98115,Washington,West,2009-12-22,2,Development - Python,Development,Database,William Bufont,Bob Turner,62,1,0.44
497,3458,2009-12-21,2009-12-01,41,6150,0.03,150,5963.87,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Harrisonburg,22801,Virginia,South,2009-12-23,2,Consulting - Business Model,Consulting,Python,Alexander Edison,Frank Mitchell,70,1,0.53
498,3458,2009-12-21,2009-12-01,28,3360,0.09,120,3056.76,Lisa Ann Reed,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,Harrisonburg,22801,Virginia,South,2009-12-24,3,Development - Business Logic,Development,Business Logic,Elizabeth Carter,Frank Mitchell,52,1,0.57
1934,13830,2009-12-21,2009-12-01,27,2970,0,110,2969.19,Michael Dominguez,Western Digital Corporation,Technology,Electronic Components,Watertown,57201,South Dakota,Central,2009-12-24,3,Development - PHP,Development,Scala,Ethan Bird,Josh Martinez,60,1,0.45
3106,22279,2009-12-22,2009-12-01,43,4730,0.03,110,4586.96,Lena McGuire,Dollar Tree Inc.,Consumer Services,Department/Specialty Retail Stores,Appleton,54915,Wisconsin,Central,2009-12-25,3,Development - Python,Development,Business Logic,Olivia Sullivan,Josh Martinez,53,1,0.52
5200,36934,2009-12-22,2009-12-01,7,1050,0.02,150,1028.74,Brooke Abelman,Akamai Technologies Inc.,Miscellaneous,Business Services,Redmond,97756,Oregon,West,2009-12-24,2,Consulting - Strategy,Consulting,Compensation,Madison Hill,Bob Turner,58,1,0.61
5201,36934,2009-12-22,2009-12-01,2,220,0.1,110,197.95,Brooke Abelman,Akamai Technologies Inc.,Miscellaneous,Business Services,Redmond,97756,Oregon,West,2009-12-24,2,Development - Python,Development,Database,Alexander Edison,Bob Turner,70,1,0.36
5202,36934,2009-12-22,2009-12-01,45,5625,0.01,125,5567.36,Brooke Abelman,Akamai Technologies Inc.,Miscellaneous,Business Services,Redmond,97756,Oregon,West,2009-12-23,1,Training - Javascript,Training,Python,Emily Taylor,Bob Turner,62,1,0.5
5329,37888,2009-12-22,2009-12-01,31,4960,0.09,160,4512.48,Hilary Vittorini,Baidu Inc.,Technology,Computer Software: Programming Data Processing,Muncie,47302,Indiana,Central,2009-12-24,2,Development - Java,Development,Javascript,William Bufont,Josh Martinez,62,1,0.61
8377,59845,2009-12-22,2009-12-01,42,5880,0.04,140,5643.4,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Eagle Pass,78852,Texas,Central,2009-12-26,4,Development - Database,Development,PHP,Michael Alister,Josh Martinez,68,1,0.51
8378,59845,2009-12-22,2009-12-01,28,3080,0.06,110,2894.48,Ed Byrd,DIRECTV,Consumer Services,Telecommunications Equipment,Edinburg,78539,Texas,Central,2009-12-27,5,Development - Python,Development,Big Data,Emily Taylor,Josh Martinez,62,1,0.44
1270,9248,2009-12-23,2009-12-01,41,5125,0.09,125,4662.71,Michelle Crier,Automatic Data Processing Inc.,Technology,EDP Services,Cumberland,21501,Maryland,East,2009-12-24,1,Training - Javascript,Training,SQL,Madison Hill,Allen Young,58,1,0.54
1441,10434,2009-12-23,2009-12-01,2,250,0.06,125,234.95,Michelle Collister,American Airlines Group Inc.,Transportation,Air Freight/Delivery Services,Green Bay,54302,Wisconsin,Central,2009-12-24,1,Training - Development,Training,Javascript,Noah Smith,Josh Martinez,59,1,0.53
5147,36677,2009-12-23,2009-12-01,38,5700,0,150,5698.72,Jack Cacioppo,Charter Communications Inc.,Consumer Services,Television Services,Richmond,47374,Indiana,Central,2009-12-25,2,Consulting - Compensation,Consulting,Python,Abigail Young,Josh Martinez,50,1,0.67
2589,18689,2009-12-24,2009-12-01,38,6080,0.01,160,6018,Steven Murray,NXP Semiconductors N.V.,Technology,Semiconductors,Lacey,98503,Washington,West,2009-12-25,1,Development - Java,Development,Market Research,Liam Franklin,Bob Turner,52,1,0.68
2590,18689,2009-12-24,2009-12-01,10,1100,0.05,110,1044.79,Steven Murray,NXP Semiconductors N.V.,Technology,Semiconductors,Lacey,98503,Washington,West,2009-12-25,1,Development - Python,Development,.Net,Michael Alister,Bob Turner,68,1,0.38
5180,36834,2009-12-24,2009-12-01,11,1375,0.01,125,1360.98,Rob Sissman,Xilinx Inc.,Technology,Semiconductors,Midland,48640,Michigan,Central,2009-12-26,2,Training - Tableau,Training,Market Research,Abigail Young,Josh Martinez,50,1,0.6
1627,11777,2009-12-25,2009-12-01,39,7800,0.07,200,7252.74,Jack Bradley,Comcast Corporation,Consumer Services,Television Services,Biloxi,39530,Mississippi,South,2010-01-01,7,Development - Big Data,Development,PHP,Madison Hill,Frank Mitchell,58,1,0.71
2964,21442,2009-12-25,2009-12-01,48,6000,0.02,125,5878.98,Thea Clark,Verisk Analytics Inc.,Technology,EDP Services,Jacksonville,32216,Florida,South,2010-01-01,7,Training - Tableau,Training,Business Logic,Daniel Tusk,Frank Mitchell,45,1,0.64
2965,21442,2009-12-25,2009-12-01,48,5280,0.03,110,5120.71,Thea Clark,Verisk Analytics Inc.,Technology,EDP Services,Jacksonville,32216,Florida,South,2010-01-01,7,Development - PHP,Development,Python,Mason Gibson,Frank Mitchell,71,1,0.35
6295,44576,2009-12-25,2009-12-01,38,4750,0.01,125,4701.68,Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Lafayette,47905,Indiana,Central,2009-12-26,1,Training - Javascript,Training,Development,Alexander Edison,Josh Martinez,70,1,0.44
6296,44576,2009-12-25,2009-12-01,30,4500,0.02,150,4409.23,Greg DeCherney,Verisk Analytics Inc.,Technology,EDP Services,Fort Collins,80525,Colorado,West,2009-12-26,1,Consulting - Market Research,Consulting,Big Data,Emily Taylor,Bob Turner,62,1,0.59
6457,45986,2009-12-25,2009-12-01,20,2200,0.08,110,2023.65,Suzanne Molinari,Staples Inc.,Consumer Services,Other Specialty Stores,Shreveport,71109,Louisiana,South,2009-12-30,5,Development - PHP,Development,Market Research,Alexander Edison,Frank Mitchell,70,1,0.36
6722,47876,2009-12-25,2009-12-01,8,1360,0.04,170,1305.37,Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,Indiana,Central,2009-12-27,2,Development - .Net,Development,SQL,Sophia Dixon,Josh Martinez,71,1,0.58
2810,20262,2009-12-26,2009-12-01,27,3375,0.02,125,3307.01,Patrick Ellison,Kraft Foods Group Inc.,Consumer Non-Durables,Packaged Foods,Manitowoc,54220,Wisconsin,Central,2009-12-26,0,Training - SQL,Training,Python,Sophia Dixon,Josh Martinez,71,1,0.43
4511,32101,2009-12-26,2009-12-01,48,6000,0.04,125,5759.14,Liz Smith,Twenty-First Century Fox Inc.,Consumer Services,Television Services,Mechanicsville,23111,Virginia,South,2009-12-30,4,Training - Development,Training,Business Model,Mason Gibson,Frank Mitchell,71,1,0.43
5300,37734,2009-12-26,2009-12-01,15,2250,0.08,150,2069.69,Mathew McNair,O'Reilly Automotive Inc.,Consumer Services,Other Specialty Stores,Levittown,11756,New York,East,2009-12-27,1,Consulting - Business Model,Consulting,.Net,Sophia Dixon,Allen Young,71,1,0.53
5301,37734,2009-12-26,2009-12-01,42,5250,0,125,5249.22,Mathew McNair,O'Reilly Automotive Inc.,Consumer Services,Other Specialty Stores,Levittown,11756,New York,East,2009-12-27,1,Training - SQL,Training,Python,Olivia Sullivan,Allen Young,53,1,0.58
1932,13824,2009-12-27,2009-12-01,19,3800,0.05,200,3609.55,George Carreira,Staples Inc.,Consumer Services,Other Specialty Stores,Portsmouth,3801,New Hampshire,East,2010-01-03,7,Development - Scala,Development,Python,Noah Smith,Allen Young,59,1,0.71
5716,40485,2009-12-27,2009-12-01,36,3960,0.05,110,3761.53,David Powers,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Redlands,92374,California,West,2009-12-27,0,Development - Python,Development,Java,Sophia Dixon,Bob Turner,71,1,0.35
5717,40485,2009-12-27,2009-12-01,7,1050,0.01,150,1039.37,David Powers,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Redondo Beach,90278,California,West,2009-12-28,1,Consulting - Market Research,Consulting,Business Logic,Jayden Hamilton,Bob Turner,71,1,0.53
7478,53382,2009-12-27,2009-12-01,13,2210,0.1,170,1988.75,Paul Chance,Liberty Media Corporation,Consumer Services,Broadcasting,Aberdeen,57401,South Dakota,Central,2009-12-28,1,Development - .Net,Development,Development,Liam Franklin,Josh Martinez,52,1,0.69
7479,53382,2009-12-27,2009-12-01,15,1875,0,125,1874.77,Paul Chance,Liberty Media Corporation,Consumer Services,Broadcasting,Aberdeen,57401,South Dakota,Central,2009-12-28,1,Training - Development,Training,Python,Alexander Edison,Josh Martinez,70,1,0.44
645,4550,2009-12-28,2009-12-01,32,4800,0.07,150,4463.56,Gary Monton,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Weslaco,78596,Texas,Central,2009-12-30,2,Consulting - Strategy,Consulting,Compensation,Elizabeth Carter,Josh Martinez,52,1,0.65
1552,11206,2009-12-28,2009-12-01,26,3900,0.09,150,3548.65,Eric Dilbeck,Google Inc.,Technology,Computer Software: Programming Data Processing,Cranston,2920,Rhode Island,East,2009-12-30,2,Consulting - Business Model,Consulting,Market Research,Mia Moore,Allen Young,51,1,0.66
1553,11206,2009-12-28,2009-12-01,6,960,0.03,160,931.11,Eric Dilbeck,Google Inc.,Technology,Computer Software: Programming Data Processing,New Britain,6050,Connecticut,East,2010-01-01,4,Development - Java,Development,Scala,Sophia Dixon,Allen Young,71,1,0.56
4312,30725,2009-12-28,2009-12-01,39,5850,0.08,150,5381.46,Dennis Eason,Amazon.com Inc.,Consumer Services,Catalog/Specialty Distribution,Cheektowaga,14225,New York,East,2009-12-29,1,Consulting - Compensation,Consulting,Business Logic,Mason Gibson,Allen Young,71,1,0.53
6343,44962,2009-12-28,2009-12-01,27,4050,0.06,150,3806.62,Toby Seio,Alexion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,Hendersonville,37075,Tennessee,South,2009-12-30,2,Consulting - Business Model,Consulting,Tableau,Emily Taylor,Frank Mitchell,62,1,0.59
6637,47201,2009-12-28,2009-12-01,18,2700,0.03,150,2618.74,Tim Swindell,Analog Devices Inc.,Technology,Semiconductors,Beverly Hills,90210,California,West,2009-12-29,1,Consulting - Business Model,Consulting,Python,Mason Gibson,Bob Turner,71,1,0.53
8029,57378,2009-12-28,2009-12-01,9,1350,0.02,150,1322.87,Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Bend,97701,Oregon,West,2009-12-29,1,Consulting - Business Model,Consulting,Java,Sophia Dixon,Bob Turner,71,1,0.53
8030,57378,2009-12-28,2009-12-01,10,1200,0.01,120,1187.88,Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Bend,97701,Oregon,West,2009-12-28,0,Development - Business Logic,Development,Java,Emma Watson,Bob Turner,67,1,0.44
8389,59937,2009-12-28,2009-12-01,7,770,0.02,110,754.52,John Selesnick,NetApp Inc.,Technology,Electronic Components,Hempstead,11550,New York,East,2009-12-29,1,Development - Python,Development,Strategy,Ethan Bird,Allen Young,60,1,0.45
868,6241,2009-12-29,2009-12-01,24,2880,0.08,120,2649.4,Henry Katz,Activision Blizzard Inc,Technology,Computer Software: Prepackaged Software,Coral Springs,33065,Florida,South,2010-01-03,5,Development - Business Logic,Development,Big Data,Emma Watson,Frank Mitchell,67,1,0.44
